step          none      temp        potential_energy  none                none              none          none
     24135  0.00000000  302.572   -176.5728889853     29.9785011306      0.0000000000   0.390920E+02     1.96
     24140  0.00000000  472.025   -176.5687763279     29.9922614830      0.0000000000   0.391527E+02     2.17
     24145  0.00000000  529.098   -176.5613958603     30.0090926685      0.0000000000   0.392825E+02     3.68
     24150  0.00000000  773.013   -176.5478721622     30.0384729170      0.0000000000   0.393237E+02     2.38
     24155  0.00000000  523.863   -176.5356504404     30.0526808274      0.0000000000   0.395286E+02     2.17
     24160  0.00000000  394.142   -176.5297635333     30.0619519227      0.0000000000   0.396856E+02     1.73
     24165  0.00000000  297.801   -176.5474526600     30.0482603213      0.0000000000   0.397636E+02     1.30
     24170  0.00000000  999.959   -176.5798090536     30.0453216831      0.0000000000   0.399981E+02     1.31
     24175  0.00000000  210.832   -176.5992851641     30.0138738326      0.0000000000   0.401528E+02     1.52
     24180  0.00000000  678.693   -176.6138240421     30.0199318818      0.0000000000   0.401350E+02     1.74
     24185  0.00000000  408.817   -176.6185331038     30.0161104391      0.0000000000   0.401151E+02     2.18
     24190  0.00000000  327.607   -176.6199429397     30.0203427924      0.0000000000   0.403146E+02     1.74
     24195  0.00000000  578.497   -176.6539099532     30.0000287208      0.0000000000   0.403489E+02     1.50
     24200  0.00000000  679.803   -176.7233663950     29.9404980061      0.0000000000   0.405471E+02     1.30
     24205  0.00000000 1437.274   -176.8441010150     29.8610374186      0.0000000000   0.408712E+02     1.52
     24210  0.00000000 3289.665   -177.0117842569     29.8932694358      0.0000000000   0.414012E+02     1.53
     24215  0.00000000 3960.495   -177.1253729092     30.1404234799      0.0000000000   0.421916E+02     1.95
     24220  0.00000000 3238.308   -177.1782366207     30.6333731908      0.0000000000   0.427951E+02     1.95
     24225  0.00000000  881.572   -177.1850740209     30.7881967828      0.0000000000   0.429175E+02     1.95
     24230  0.00000000 3477.659   -177.1801278864     30.9903282607      0.0000000000   0.430826E+02     1.73
     24235  0.00000000 1972.553   -177.1823563081     31.1738088954      0.0000000000   0.431363E+02     2.40
     24240  0.00000000 1192.878   -177.1806924346     31.2945756342      0.0000000000   0.433600E+02     1.96
     24245  0.00000000 1216.345   -177.1778377488     31.4738682801      0.0000000000   0.434655E+02     1.95
     24250  0.00000000 1921.051   -177.1774004790     31.5948062845      0.0000000000   0.435836E+02     2.39
     24255  0.00000000  372.591   -177.1756218600     31.6255408685      0.0000000000   0.436763E+02     2.60
     24260  0.00000000  515.329   -177.1743829428     31.6413611545      0.0000000000   0.438349E+02     2.39
     24265  0.00000000 2347.624   -177.1714226235     31.7587761263      0.0000000000   0.439525E+02     1.95
     24270  0.00000000 3947.399   -177.1692121145     32.0510302918      0.0000000000   0.439861E+02     1.95
     24275  0.00000000 2011.861   -177.1676232745     32.2296035634      0.0000000000   0.441191E+02     2.17
     24280  0.00000000  196.520   -177.1718327590     32.2493293169      0.0000000000   0.441169E+02     2.39
     24285  0.00000000 1688.145   -177.1703125642     32.4382582737      0.0000000000   0.441169E+02     1.74
     24290  0.00000000 4475.425   -177.1675092938     32.9116893048      0.0000000000   0.442294E+02     1.74
     24295  0.00000000  267.048   -177.1679719545     33.0944484023      0.0000000000   0.442598E+02     2.16
     24300  0.00000000 2342.418   -177.1721516887     33.2592347202      0.0000000000   0.442411E+02     2.60
     24305  0.00000000 2756.776   -177.1721047987     33.4412162859      0.0000000000   0.443733E+02     2.17
     24310  0.00000000  309.156   -177.1681924811     33.7010499495      0.0000000000   0.442435E+02     2.39
     24315  0.00000000  639.001   -177.1673305822     33.8420469236      0.0000000000   0.443152E+02     2.39
     24320  0.00000000  294.005   -177.1696298327     33.9895561834      0.0000000000   0.443762E+02     1.95
     24325  0.00000000 4219.923   -177.1702172165     34.3749276995      0.0000000000   0.442073E+02     1.95
     24330  0.00000000 2508.256   -177.1688767589     34.5424101830      0.0000000000   0.442883E+02     2.17
     24335  0.00000000 2755.225   -177.1683109677     34.8366227253      0.0000000000   0.441258E+02     1.74
     24340  0.00000000  557.751   -177.1713260598     34.8355560079      0.0000000000   0.441900E+02     2.39
     24345  0.00000000 3296.726   -177.1719852546     35.0691217735      0.0000000000   0.442044E+02     1.74
     24350  0.00000000  390.045   -177.1737846349     35.0645833727      0.0000000000   0.441165E+02     2.61
     24355  0.00000000  384.891   -177.1737016583     35.1560884990      0.0000000000   0.440847E+02     2.27
     24360  0.00000000  580.569   -177.1736086813     35.2025551789      0.0000000000   0.440203E+02     2.39
     24365  0.00000000  577.192   -177.1743752539     35.3234824739      0.0000000000   0.439385E+02     2.17
     24370  0.00000000  570.451   -177.1726988325     35.5323055114      0.0000000000   0.438930E+02     2.17
     24375  0.00000000  469.032   -177.1744065771     35.6399011140      0.0000000000   0.437220E+02     2.38
     24380  0.00000000  622.403   -177.1782768379     35.6813518762      0.0000000000   0.436534E+02     2.60
     24385  0.00000000 5790.663   -177.1776395840     36.0747558860      0.0000000000   0.436217E+02     1.95
     24390  0.00000000 5056.992   -177.1748811805     36.3292753594      0.0000000000   0.435022E+02     1.51
     24395  0.00000000 2964.507   -177.1698926392     36.5834967346      0.0000000000   0.435406E+02     1.75
     24400  0.00000000 2508.578   -177.1699004088     36.7002051673      0.0000000000   0.435688E+02     2.40
     24405  0.00000000 2190.409   -177.1698126789     36.8972860762      0.0000000000   0.435156E+02     1.73
     24410  0.00000000 4902.097   -177.1720681294     37.1619442601      0.0000000000   0.435988E+02     2.19
     24415  0.00000000 3811.905   -177.1726022291     37.3188651956      0.0000000000   0.436213E+02     1.95
     24420  0.00000000  223.891   -177.1739528130     37.2773855024      0.0000000000   0.437878E+02     2.61
     24425  0.00000000  343.284   -177.1770456233     37.4185290044      0.0000000000   0.438314E+02     1.74
     24430  0.00000000 4156.736   -177.1765417169     37.6544001550      0.0000000000   0.438052E+02     1.95
     24435  0.00000000 2450.141   -177.1693328847     37.6824899368      0.0000000000   0.439513E+02     1.97
     24440  0.00000000  838.078   -177.1561821040     37.9259516539      0.0000000000   0.440434E+02     1.74
     24445  0.00000000 1724.218   -177.1427330309     38.1538458231      0.0000000000   0.438138E+02     1.95
     24450  0.00000000 3433.207   -177.1280886634     38.2489846047      0.0000000000   0.438702E+02     2.39
     24455  0.00000000 2437.024   -177.0769962682     38.4170007406      0.0000000000   0.436882E+02     1.53
     24460  0.00000000 1762.106   -176.9641994077     38.6976829311      0.0000000000   0.429153E+02     1.95
     24465  0.00000000  328.442   -176.9232972408     38.7146202336      0.0000000000   0.427068E+02     1.95
     24470  0.00000000  588.982   -176.9713007949     38.6879261080      0.0000000000   0.424861E+02     2.17
     24475  0.00000000 1031.654   -177.0036732225     38.6762319551      0.0000000000   0.422854E+02     1.94
     24480  0.00000000 1060.719   -176.9964870609     38.7275119638      0.0000000000   0.419603E+02     1.73
     24485  0.00000000  362.901   -176.9745641627     38.7494124312      0.0000000000   0.417909E+02     2.37
     24490  0.00000000  179.038   -176.9679856279     38.7738223176      0.0000000000   0.417307E+02     1.74
     24495  0.00000000  957.099   -176.9737732668     38.8119859811      0.0000000000   0.416325E+02     1.74
     24500  0.00000000 1297.160   -176.9785167344     38.8474671624      0.0000000000   0.415775E+02     1.52
     24505  0.00000000  545.979   -176.9762629511     38.8536494768      0.0000000000   0.415152E+02     1.52
     24510  0.00000000  697.397   -176.9717158873     38.9033981128      0.0000000000   0.415226E+02     1.52
     24515  0.00000000 1169.800   -176.9680833037     38.9672962511      0.0000000000   0.415086E+02     2.04
     24520  0.00000000  440.088   -176.9508935115     38.9843469358      0.0000000000   0.415762E+02     1.52
     24525  0.00000000 7442.807   -176.8494342313     39.7011495853      0.0000000000   0.415905E+02     1.53
     24530  0.00000000 3309.580   -176.6091233047     40.3796547634      0.0000000000   0.418923E+02     1.52
     24535  0.00000000 1963.276   -176.5043812829     40.6131485706      0.0000000000   0.418576E+02     2.17
     24540  0.00000000  758.325   -176.5390274385     40.6618389813      0.0000000000   0.422333E+02     1.52
     24545  0.00000000  596.632   -176.5784127505     40.6203449447      0.0000000000   0.421679E+02     1.30
     24550  0.00000000  317.970   -176.5717689517     40.6336827845      0.0000000000   0.421322E+02     1.52
     24555  0.00000000   50.896   -176.5518125836     40.6511267913      0.0000000000   0.420844E+02     1.96
     24560  0.00000000  320.669   -176.5473631617     40.6697324087      0.0000000000   0.419872E+02     1.74
     24565  0.00000000  332.774   -176.5624605893     40.6609314384      0.0000000000   0.418447E+02     1.09
     24570  0.00000000   71.369   -176.5753586623     40.6465306624      0.0000000000   0.417647E+02     2.17
     24575  0.00000000  295.507   -176.5645303815     40.6714051502      0.0000000000   0.416758E+02     1.74
     24580  0.00000000  323.599   -176.5512081080     40.6911859023      0.0000000000   0.416515E+02     2.82
     24585  0.00000000  157.518   -176.5623285010     40.6789063115      0.0000000000   0.415694E+02     1.51
     24590  0.00000000  199.901   -176.5699218174     40.6740688874      0.0000000000   0.414912E+02     2.82
     24595  0.00000000  395.418   -176.5609578834     40.6922532392      0.0000000000   0.413467E+02     1.52
     24600  0.00000000  103.003   -176.5618328525     40.6892460739      0.0000000000   0.413011E+02     2.17
     24605  0.00000000  311.145   -176.5661508523     40.6968651346      0.0000000000   0.410494E+02     2.17
     24610  0.00000000  554.817   -176.5686278202     40.7050782668      0.0000000000   0.408964E+02     4.55
     24615  0.00000000  231.407   -176.5617465608     40.7074484351      0.0000000000   0.406975E+02     3.90
     24620  0.00000000  426.351   -176.5448528689     40.7350631434      0.0000000000   0.405457E+02     4.77
     24625  0.00000000  539.004   -176.5596796547     40.7285406586      0.0000000000   0.404615E+02     3.26
     24630  0.00000000  226.475   -176.5658457468     40.7200352910      0.0000000000   0.403308E+02     5.21
     24635  0.00000000  384.751   -176.5552132405     40.7420465857      0.0000000000   0.402509E+02     3.25
     24640  0.00000000  388.927   -176.5440834161     40.7578024221      0.0000000000   0.402384E+02     2.61
     24645  0.00000000  192.048   -176.5529635555     40.7451840679      0.0000000000   0.402233E+02     3.31
     24650  0.00000000  215.474   -176.5642365401     40.7354023012      0.0000000000   0.402042E+02     4.54
     24655  0.00000000  238.563   -176.5467587608     40.7541449916      0.0000000000   0.401727E+02     4.96
     24660  0.00000000  252.221   -176.5413997180     40.7608795339      0.0000000000   0.401310E+02     3.25
     24665  0.00000000  354.844   -176.5778303569     40.7291709155      0.0000000000   0.401746E+02     2.60
     24670  0.00000000  185.584   -176.5854111644     40.7202459028      0.0000000000   0.402054E+02     2.17
     24675  0.00000000  429.707   -176.5327641009     40.7835550300      0.0000000000   0.402637E+02     2.40
     24680  0.00000000  477.569   -176.5209509692     40.7999798045      0.0000000000   0.402865E+02     1.95
     24685  0.00000000  215.335   -176.5888095836     40.7298014958      0.0000000000   0.403746E+02     2.17
     24690  0.00000000  350.651   -176.6057176978     40.7227553036      0.0000000000   0.403954E+02     3.02
     24695  0.00000000  583.956   -176.5192086691     40.8190271099      0.0000000000   0.403856E+02     3.25
     24700  0.00000000  365.672   -176.5203163204     40.8190520972      0.0000000000   0.404361E+02     3.04
     24705  0.00000000  666.790   -176.5967973411     40.7557478689      0.0000000000   0.405582E+02     3.92
     24710  0.00000000  275.696   -176.6023978433     40.7447240594      0.0000000000   0.406246E+02     2.60
     24715  0.00000000  324.032   -176.5366838509     40.8183233019      0.0000000000   0.406194E+02     2.82
     24720  0.00000000  533.401   -176.5287610944     40.8362171461      0.0000000000   0.406044E+02     3.25
     24725  0.00000000  744.903   -176.5837388161     40.7934812750      0.0000000000   0.406007E+02     1.75
     24730  0.00000000  524.295   -176.5862668561     40.7912665334      0.0000000000   0.406856E+02     2.15
