step          none      temp        potential_energy  none                none              none          none
     22685  0.00000000  497.632   -174.4508178201     24.4401410090      0.0000000000   0.254317E+02     2.17
     22690  0.00000000  444.368   -174.4255171835     24.4682050641      0.0000000000   0.255337E+02     1.52
     22695  0.00000000  348.132   -174.4873331490     24.4068445661      0.0000000000   0.256422E+02     2.39
     22700  0.00000000  186.051   -174.4347897119     24.4624999685      0.0000000000   0.256567E+02     1.95
     22705  0.00000000  230.905   -174.4957576109     24.4065704984      0.0000000000   0.257579E+02     2.16
     22710  0.00000000  350.829   -174.4020585224     24.5110334860      0.0000000000   0.257979E+02     2.15
     22715  0.00000000  496.504   -174.4516061339     24.4676009015      0.0000000000   0.258896E+02     2.16
     22720  0.00000000  553.432   -174.4157509866     24.5128479056      0.0000000000   0.259008E+02     1.73
     22725  0.00000000  291.951   -174.4754625281     24.4503793873      0.0000000000   0.259713E+02     2.17
     22730  0.00000000  426.114   -174.4077253832     24.5295336978      0.0000000000   0.260262E+02     2.82
     22735  0.00000000  328.722   -174.4518184793     24.4899618839      0.0000000000   0.261632E+02     1.73
     22740  0.00000000  596.853   -174.4483123503     24.5172925817      0.0000000000   0.261930E+02     1.73
     22745  0.00000000  406.798   -174.4550554119     24.5105570519      0.0000000000   0.262052E+02     1.53
     22750  0.00000000  355.570   -174.4702765201     24.4987954424      0.0000000000   0.262717E+02     1.95
     22755  0.00000000  782.466   -174.4632766560     24.5282912717      0.0000000000   0.263661E+02     2.60
     22760  0.00000000  244.687   -174.3402500922     24.6459821463      0.0000000000   0.263380E+02     2.39
     22765  0.00000000 1045.857   -174.4521352893     24.5716429940      0.0000000000   0.264281E+02     1.94
     22770  0.00000000 1083.051   -174.4585123545     24.5943835871      0.0000000000   0.264136E+02     2.38
     22775  0.00000000  993.955   -174.3644093982     24.7248655731      0.0000000000   0.264251E+02     3.25
     22780  0.00000000  321.401   -174.4792274461     24.6196841333      0.0000000000   0.266129E+02     2.16
     22785  0.00000000  271.154   -174.2863094242     24.8339575490      0.0000000000   0.264562E+02     1.74
     22790  0.00000000  496.145   -174.5143558141     24.6294143265      0.0000000000   0.265165E+02     2.37
     22795  0.00000000  920.461   -174.4453280924     24.7300484062      0.0000000000   0.265121E+02     1.96
     22800  0.00000000 1805.191   -174.4167472829     24.8157066520      0.0000000000   0.265243E+02     2.39
     22805  0.00000000  807.530   -174.3743248316     24.8624122217      0.0000000000   0.265238E+02     2.17
     22810  0.00000000  530.407   -174.4427485189     24.8039931362      0.0000000000   0.264927E+02     4.78
     22815  0.00000000 1450.183   -174.4392760837     24.8614040657      0.0000000000   0.264558E+02     4.76
     22820  0.00000000 1465.203   -174.3360665295     25.0036415039      0.0000000000   0.264585E+02     7.81
     22825  0.00000000 1174.949   -174.4575606612     24.9169024527      0.0000000000   0.265650E+02     5.63
     22830  0.00000000  915.253   -174.3249535154     25.0764680557      0.0000000000   0.264431E+02     4.99
     22835  0.00000000  113.384   -174.4959645411     24.9193382185      0.0000000000   0.265210E+02     8.89
     22840  0.00000000  487.729   -174.4066110682     25.0401647495      0.0000000000   0.264905E+02     5.20
     22845  0.00000000  104.269   -174.4221965869     25.0238210403      0.0000000000   0.265243E+02     6.93
     22850  0.00000000   78.751   -174.4819818815     24.9654682152      0.0000000000   0.265240E+02     6.28
     22855  0.00000000   52.917   -174.4835676384     24.9640362081      0.0000000000   0.265517E+02     6.95
     22860  0.00000000  191.167   -174.4198736007     25.0327963812      0.0000000000   0.265797E+02     5.21
     22865  0.00000000  172.779   -174.4294870923     25.0236007595      0.0000000000   0.266241E+02     7.16
     22870  0.00000000  200.152   -174.4410520815     25.0121868462      0.0000000000   0.266316E+02     6.07
     22875  0.00000000  427.929   -174.4566177749     25.0010330115      0.0000000000   0.266121E+02     8.46
     22880  0.00000000  305.926   -174.4354407685     25.0167064500      0.0000000000   0.266809E+02     3.70
     22885  0.00000000 1685.804   -174.4077831435     25.0883232327      0.0000000000   0.266594E+02     4.33
     22890  0.00000000 2628.638   -174.4200324389     25.2102779270      0.0000000000   0.266559E+02     7.38
     22895  0.00000000 3985.394   -174.5379782351     25.4599003131      0.0000000000   0.269253E+02     3.19
     22900  0.00000000 1999.433   -174.5249066710     25.6761844729      0.0000000000   0.271650E+02    10.22
     22905  0.00000000 1511.336   -174.4921803018     25.8276138406      0.0000000000   0.275783E+02     2.39
     22910  0.00000000 1325.614   -174.2946994584     26.0994460488      0.0000000000   0.278548E+02     1.52
     22915  0.00000000 2669.280   -174.2856808180     26.2446560756      0.0000000000   0.282112E+02     1.73
     22920  0.00000000 2506.934   -174.1958214173     26.5022876819      0.0000000000   0.286018E+02     2.39
     22925  0.00000000 3674.687   -174.0461719618     27.0068087664      0.0000000000   0.289887E+02     2.38
     22930  0.00000000 3108.976   -174.3377445361     27.0316784334      0.0000000000   0.294586E+02     3.04
     22935  0.00000000 2730.330   -174.6619964746     26.9867704679      0.0000000000   0.297080E+02     2.60
     22940  0.00000000 2314.203   -174.8821745937     26.9876934931      0.0000000000   0.298120E+02     1.52
     22945  0.00000000 2209.232   -175.1767794120     26.8747741690      0.0000000000   0.300792E+02     2.38
     22950  0.00000000 2274.269   -175.4519043488     26.7742784626      0.0000000000   0.305538E+02     2.39
     22955  0.00000000 1919.425   -175.6594918731     26.7269438411      0.0000000000   0.311106E+02     2.82
     22960  0.00000000 1192.494   -175.7881985034     26.6930907519      0.0000000000   0.315286E+02     1.95
     22965  0.00000000  444.372   -175.8437636842     26.6681624834      0.0000000000   0.318050E+02     2.16
     22970  0.00000000  382.852   -175.8648722411     26.6627858803      0.0000000000   0.318523E+02     1.74
     22975  0.00000000  203.509   -175.8646577529     26.6679179924      0.0000000000   0.318162E+02     3.74
     22980  0.00000000  111.855   -175.8449081234     26.6918444339      0.0000000000   0.317033E+02     2.82
     22985  0.00000000   57.814   -175.8326319974     26.7071399395      0.0000000000   0.316614E+02     2.39
     22990  0.00000000   85.065   -175.8444103070     26.6978688101      0.0000000000   0.316881E+02     2.18
     22995  0.00000000   58.677   -175.8595603010     26.6834910923      0.0000000000   0.317488E+02     4.35
     23000  0.00000000  328.865   -175.8509828163     26.7023685082      0.0000000000   0.317345E+02     1.53
     23005  0.00000000  182.229   -175.8372613875     26.7163271980      0.0000000000   0.316761E+02     2.17
     23010  0.00000000  120.614   -175.8382915191     26.7182462779      0.0000000000   0.317358E+02     1.73
     23015  0.00000000  107.597   -175.8387373300     26.7241819313      0.0000000000   0.315658E+02     1.74
     23020  0.00000000  119.482   -175.8256244734     26.7466602294      0.0000000000   0.316749E+02     2.17
     23025  0.00000000  221.113   -175.8144591812     26.7715328848      0.0000000000   0.315072E+02     2.45
     23030  0.00000000  443.863   -175.8211071293     26.7803874396      0.0000000000   0.316077E+02     4.78
     23035  0.00000000   90.222   -175.8354867291     26.7611160626      0.0000000000   0.315734E+02     3.68
     23040  0.00000000  209.655   -175.8485067885     26.7552165092      0.0000000000   0.316453E+02     1.52
     23045  0.00000000   52.806   -175.8470859500     26.7541395958      0.0000000000   0.316254E+02     2.17
     23050  0.00000000  144.189   -175.8337795736     26.7714091908      0.0000000000   0.315418E+02     3.03
     23055  0.00000000  285.150   -175.8484706237     26.7609246647      0.0000000000   0.314506E+02     1.74
     23060  0.00000000  210.595   -175.8687886591     26.7377719854      0.0000000000   0.313867E+02     4.98
     23065  0.00000000  347.253   -175.8429652147     26.7663140710      0.0000000000   0.313269E+02     3.90
     23070  0.00000000  400.229   -175.8094220933     26.7987584307      0.0000000000   0.312006E+02     3.03
     23075  0.00000000  297.756   -175.8314785074     26.7737023394      0.0000000000   0.310793E+02     3.26
     23080  0.00000000  639.848   -175.8702110947     26.7456395011      0.0000000000   0.310061E+02     2.39
     23085  0.00000000 1064.914   -175.8700413336     26.7639036224      0.0000000000   0.309592E+02     1.95
     23090  0.00000000  820.135   -175.7853985778     26.8484879344      0.0000000000   0.308465E+02     4.35
     23095  0.00000000  141.210   -175.7583965826     26.8618948790      0.0000000000   0.306685E+02     2.62
     23100  0.00000000  378.505   -175.8531890111     26.7761603840      0.0000000000   0.305646E+02     1.95
     23105  0.00000000  255.464   -175.9215873629     26.7063838623      0.0000000000   0.305134E+02     1.74
     23110  0.00000000  241.343   -175.8904565985     26.7380545970      0.0000000000   0.304324E+02     2.60
     23115  0.00000000  488.760   -175.8089241135     26.8286558092      0.0000000000   0.304072E+02     5.40
     23120  0.00000000  228.677   -175.7962761653     26.8358347792      0.0000000000   0.303851E+02     3.25
     23125  0.00000000  558.168   -175.8653761588     26.7775755533      0.0000000000   0.304628E+02     2.60
     23130  0.00000000  831.590   -175.9092460173     26.7449749108      0.0000000000   0.304238E+02     2.17
     23135  0.00000000 1262.169   -175.8658971757     26.8083116957      0.0000000000   0.305055E+02     1.74
     23140  0.00000000  398.619   -175.7655568090     26.8957253621      0.0000000000   0.306443E+02     3.04
     23145  0.00000000  216.194   -175.7646914143     26.9089512115      0.0000000000   0.304932E+02     3.48
     23150  0.00000000  817.037   -175.8244652710     26.8794410850      0.0000000000   0.306528E+02     1.74
     23155  0.00000000  498.946   -175.8437734416     26.8596606798      0.0000000000   0.306282E+02     1.74
     23160  0.00000000   85.135   -175.8345245197     26.8605378950      0.0000000000   0.306828E+02     1.74
     23165  0.00000000   90.777   -175.8192839141     26.8764125061      0.0000000000   0.307665E+02     1.09
     23170  0.00000000  246.498   -175.8399149501     26.8616276500      0.0000000000   0.308916E+02     1.97
     23175  0.00000000  234.092   -175.8769281065     26.8250277573      0.0000000000   0.309335E+02     1.74
     23180  0.00000000  178.612   -175.9222561382     26.7783289352      0.0000000000   0.310479E+02     1.94
     23185  0.00000000  210.396   -175.9481310841     26.7535148245      0.0000000000   0.310973E+02     2.39
     23190  0.00000000  462.213   -175.9593929147     26.7506322562      0.0000000000   0.311934E+02     2.38
     23195  0.00000000  209.875   -175.9882496535     26.7164322949      0.0000000000   0.314309E+02     2.39
     23200  0.00000000  489.286   -176.0714406302     26.6442232988      0.0000000000   0.315455E+02     2.81
     23205  0.00000000 1241.515   -176.2581906619     26.4892667092      0.0000000000   0.319687E+02     2.39
     23210  0.00000000 3516.349   -176.5607934576     26.3407867403      0.0000000000   0.327305E+02     1.95
     23215  0.00000000 1252.071   -176.7046842603     26.2613967574      0.0000000000   0.335416E+02     1.53
     23220  0.00000000 1694.506   -176.5446764250     26.5114063902      0.0000000000   0.337091E+02     3.03
     23225  0.00000000 1860.419   -176.4736878066     26.7018961266      0.0000000000   0.343075E+02     3.04
     23230  0.00000000 9624.391   -176.3800440614     27.9998221265      0.0000000000   0.352395E+02     4.35
     23235  0.00000000 2797.756   -176.2023782812     28.5109652432      0.0000000000   0.357038E+02     1.74
     23240  0.00000000 1371.266   -176.2636359048     28.5440123875      0.0000000000   0.361689E+02     1.73
     23245  0.00000000 2611.082   -176.3682814048     28.6670554970      0.0000000000   0.370062E+02     1.09
     23250  0.00000000 2054.950   -176.3884230633     28.8987367822      0.0000000000   0.379852E+02     2.17
     23255  0.00000000  212.878   -176.4094528582     28.8986393195      0.0000000000   0.384891E+02     1.30
     23260  0.00000000  196.497   -176.4150462939     28.9054663461      0.0000000000   0.384179E+02     3.47
     23265  0.00000000   84.154   -176.3809218815     28.9416004873      0.0000000000   0.384860E+02     3.61
     23270  0.00000000   31.123   -176.3905091258     28.9318438100      0.0000000000   0.385162E+02     3.25
     23275  0.00000000   33.204   -176.4101285254     28.9132596929      0.0000000000   0.384493E+02     3.04
     23280  0.00000000   26.971   -176.4024223934     28.9214923913      0.0000000000   0.384012E+02     3.25
     23285  0.00000000   37.679   -176.3957130577     28.9289965759      0.0000000000   0.383078E+02     1.52
     23290  0.00000000   40.430   -176.4065349576     28.9187450078      0.0000000000   0.382455E+02     2.16
     23295  0.00000000  117.774   -176.4018169167     28.9263826782      0.0000000000   0.382128E+02     1.52
     23300  0.00000000  139.030   -176.3970468011     28.9325519012      0.0000000000   0.381329E+02     1.09
     23305  0.00000000   95.254   -176.3953265580     28.9336587442      0.0000000000   0.380096E+02     1.95
     23310  0.00000000  133.739   -176.4091017993     28.9209013987      0.0000000000   0.379461E+02     1.74
     23315  0.00000000  258.222   -176.4089759683     28.9242070195      0.0000000000   0.377696E+02     2.17
     23320  0.00000000  306.918   -176.3970279401     28.9368407037      0.0000000000   0.376055E+02     2.15
     23325  0.00000000  272.629   -176.4026823299     28.9296957505      0.0000000000   0.374902E+02     2.39
     23330  0.00000000  291.618   -176.4076360715     28.9246004083      0.0000000000   0.373088E+02     1.74
     23335  0.00000000  366.529   -176.3970921356     28.9377546517      0.0000000000   0.371801E+02     2.61
     23340  0.00000000  335.996   -176.3896136583     28.9448642555      0.0000000000   0.370022E+02     2.38
     23345  0.00000000  271.123   -176.4099208051     28.9220484821      0.0000000000   0.368116E+02     3.48
     23350  0.00000000  305.956   -176.4131776828     28.9180925184      0.0000000000   0.367061E+02     1.75
     23355  0.00000000  425.258   -176.3935081659     28.9397822668      0.0000000000   0.365347E+02     1.74
     23360  0.00000000  340.214   -176.3948787636     28.9375091979      0.0000000000   0.364909E+02     2.82
     23365  0.00000000  195.005   -176.4129903032     28.9167345200      0.0000000000   0.364972E+02     2.82
     23370  0.00000000  225.886   -176.3995331380     28.9315520750      0.0000000000   0.363707E+02     3.03
     23375  0.00000000  304.489   -176.3727745138     28.9598791885      0.0000000000   0.362865E+02     2.39
     23380  0.00000000  360.688   -176.3832150397     28.9506211017      0.0000000000   0.361695E+02     1.10
     23385  0.00000000  315.348   -176.4231816756     28.9090013287      0.0000000000   0.360661E+02     2.39
     23390  0.00000000  324.364   -176.4120283971     28.9208713374      0.0000000000   0.359887E+02     1.74
     23395  0.00000000  350.676   -176.3714857526     28.9644283058      0.0000000000   0.358303E+02     1.09
     23400  0.00000000  251.801   -176.3790835753     28.9566266463      0.0000000000   0.357905E+02     1.31
     23405  0.00000000  182.431   -176.4255575841     28.9101536667      0.0000000000   0.357973E+02     1.87
     23410  0.00000000  206.372   -176.4325572697     28.9040242943      0.0000000000   0.357415E+02     2.81
     23415  0.00000000  354.703   -176.3917765393     28.9484501951      0.0000000000   0.357089E+02     1.52
     23420  0.00000000  329.732   -176.3707212622     28.9684357549      0.0000000000   0.356684E+02     1.09
     23425  0.00000000  279.996   -176.4097338146     28.9289456388      0.0000000000   0.357739E+02     1.30
     23430  0.00000000  185.872   -176.4532313364     28.8833105273      0.0000000000   0.359082E+02     2.39
     23435  0.00000000  313.760   -176.4066283844     28.9328288231      0.0000000000   0.360273E+02     2.17
     23440  0.00000000  284.514   -176.3347325445     29.0027754633      0.0000000000   0.360418E+02     2.19
     23445  0.00000000  434.951   -176.3843613161     28.9558202473      0.0000000000   0.362160E+02     2.17
     23450  0.00000000  283.637   -176.4711908397     28.8642862700      0.0000000000   0.365531E+02     1.54
     23455  0.00000000  256.557   -176.4571180210     28.8771740786      0.0000000000   0.366456E+02     1.30
     23460  0.00000000  367.937   -176.3875441424     28.9520233610      0.0000000000   0.367574E+02     2.40
     23465  0.00000000  312.799   -176.3512391052     28.9857672745      0.0000000000   0.369029E+02     1.53
     23470  0.00000000  278.473   -176.3927010043     28.9440830583      0.0000000000   0.370023E+02     1.52
     23475  0.00000000  205.171   -176.4337508177     28.9036531839      0.0000000000   0.371556E+02     1.30
     23480  0.00000000  429.618   -176.4524469962     28.8918238574      0.0000000000   0.371758E+02     2.17
     23485  0.00000000  238.778   -176.4344542689     28.9061392409      0.0000000000   0.371577E+02     2.39
     23490  0.00000000  285.759   -176.4199499995     28.9240677448      0.0000000000   0.372014E+02     2.38
     23495  0.00000000  234.753   -176.4327154371     28.9136080015      0.0000000000   0.372788E+02     1.95
     23500  0.00000000  173.701   -176.4462102820     28.9012371992      0.0000000000   0.372260E+02     2.39
     23505  0.00000000  248.100   -176.4317331140     28.9190636694      0.0000000000   0.372153E+02     4.77
     23510  0.00000000  350.853   -176.4080949791     28.9458421304      0.0000000000   0.370529E+02     3.26
     23515  0.00000000  258.395   -176.4029806630     28.9476330657      0.0000000000   0.369456E+02     3.26
     23520  0.00000000  292.113   -176.4318829227     28.9188752518      0.0000000000   0.368708E+02     3.91
     23525  0.00000000  432.538   -176.4523267350     28.8995952322      0.0000000000   0.368081E+02     2.61
     23530  0.00000000  360.801   -176.4704379062     28.8812494152      0.0000000000   0.367833E+02     2.39
     23535  0.00000000  344.610   -176.4483761864     28.9080805401      0.0000000000   0.367547E+02     2.17
     23540  0.00000000  398.404   -176.4207709156     28.9395271160      0.0000000000   0.366999E+02     3.03
     23545  0.00000000  281.490   -176.4181308209     28.9396162929      0.0000000000   0.366390E+02     2.65
     23550  0.00000000  553.738   -176.4500121698     28.9158108840      0.0000000000   0.366081E+02     2.17
     23555  0.00000000  344.027   -176.4777212118     28.8864828385      0.0000000000   0.365271E+02     5.21
     23560  0.00000000  341.314   -176.4639768123     28.9044512239      0.0000000000   0.363922E+02     3.04
     23565  0.00000000  331.785   -176.4554297520     28.9183338329      0.0000000000   0.362961E+02     4.57
     23570  0.00000000  190.913   -176.4231191557     28.9500690662      0.0000000000   0.362561E+02     3.91
     23575  0.00000000  226.641   -176.4422670562     28.9335750478      0.0000000000   0.361605E+02     4.55
     23580  0.00000000  185.577   -176.4514679938     28.9239081451      0.0000000000   0.361331E+02     3.26
     23585  0.00000000  155.911   -176.4785906841     28.8971863222      0.0000000000   0.360951E+02     3.90
     23590  0.00000000  205.379   -176.4750923873     28.9032741672      0.0000000000   0.360326E+02     2.82
     23595  0.00000000  235.570   -176.4482128717     28.9312241569      0.0000000000   0.359907E+02     3.04
     23600  0.00000000  216.459   -176.4288760779     28.9496942611      0.0000000000   0.359143E+02     5.20
     23605  0.00000000  469.918   -176.4436556132     28.9394415190      0.0000000000   0.359003E+02     3.25
     23610  0.00000000  473.022   -176.4818206144     28.8986789799      0.0000000000   0.359447E+02     3.68
     23615  0.00000000  525.166   -176.5224753206     28.8611744610      0.0000000000   0.358821E+02     3.69
     23620  0.00000000  506.128   -176.5325931685     28.8562373115      0.0000000000   0.358851E+02     3.05
     23625  0.00000000  477.065   -176.5002618405     28.8933896037      0.0000000000   0.357938E+02     2.83
     23630  0.00000000  312.723   -176.4467216513     28.9466613748      0.0000000000   0.356726E+02     3.69
     23635  0.00000000  235.018   -176.4230024754     28.9711065747      0.0000000000   0.355621E+02     5.21
     23640  0.00000000  133.644   -176.4192624664     28.9738064161      0.0000000000   0.354169E+02     1.75
     23645  0.00000000  184.396   -176.4350361577     28.9604447792      0.0000000000   0.353320E+02     5.85
     23650  0.00000000  262.680   -176.4493744366     28.9484344636      0.0000000000   0.351448E+02     2.17
     23655  0.00000000  178.209   -176.4541829459     28.9417339116      0.0000000000   0.350451E+02     2.38
     23660  0.00000000  346.265   -176.4728007309     28.9287406169      0.0000000000   0.349582E+02     3.25
     23665  0.00000000  330.651   -176.4987028664     28.9040801338      0.0000000000   0.349471E+02     3.04
     23670  0.00000000  208.825   -176.5071555765     28.8920811717      0.0000000000   0.349784E+02     2.60
     23675  0.00000000  315.600   -176.5051446559     28.8949366081      0.0000000000   0.348722E+02     2.61
     23680  0.00000000  322.081   -176.4971061546     28.9039416354      0.0000000000   0.347624E+02     2.18
     23685  0.00000000  329.538   -176.4773904946     28.9242716511      0.0000000000   0.346361E+02     1.95
     23690  0.00000000  245.956   -176.4660254449     28.9345158570      0.0000000000   0.347048E+02     2.17
     23695  0.00000000  228.928   -176.4578122170     28.9422292280      0.0000000000   0.347270E+02     2.17
     23700  0.00000000  366.719   -176.4377342214     28.9661711318      0.0000000000   0.348502E+02     2.39
     23705  0.00000000  356.824   -176.3928835588     29.0113709625      0.0000000000   0.348790E+02     1.74
     23710  0.00000000  151.587   -176.3275509954     29.0721956317      0.0000000000   0.348001E+02     2.61
     23715  0.00000000  137.797   -176.3014774721     29.0982266386      0.0000000000   0.347847E+02     4.99
     23720  0.00000000  350.686   -176.3543664095     29.0511499310      0.0000000000   0.347684E+02     3.89
     23725  0.00000000  380.424   -176.4396100033     28.9651516766      0.0000000000   0.349189E+02     2.60
     23730  0.00000000  253.846   -176.5252632408     28.8736198859      0.0000000000   0.351156E+02     4.12
     23735  0.00000000  642.237   -176.6370929365     28.7738917537      0.0000000000   0.351252E+02     1.95
     23740  0.00000000 3186.701   -176.8449781772     28.6823740260      0.0000000000   0.354678E+02     1.74
     23745  0.00000000  496.655   -177.0101393350     28.5880083573      0.0000000000   0.358246E+02     2.60
     23750  0.00000000 1182.639   -176.9521975523     28.6906897363      0.0000000000   0.358013E+02     1.74
     23755  0.00000000 1604.644   -176.9113823567     28.7810696538      0.0000000000   0.359754E+02     1.31
     23760  0.00000000 1197.185   -176.8653335652     28.8729372499      0.0000000000   0.361716E+02     3.26
     23765  0.00000000 1142.254   -176.7695241216     29.0240970488      0.0000000000   0.363351E+02     2.63
     23770  0.00000000  803.832   -176.7230450155     29.1103604490      0.0000000000   0.364917E+02     1.96
     23775  0.00000000  965.948   -176.6733664778     29.2078372839      0.0000000000   0.366057E+02     1.73
     23780  0.00000000 1146.325   -176.6562811744     29.2806914816      0.0000000000   0.368118E+02     2.17
     23785  0.00000000 1119.034   -176.6331095889     29.3534412594      0.0000000000   0.369695E+02     3.90
     23790  0.00000000  627.468   -176.6139880467     29.3989188605      0.0000000000   0.371572E+02     3.03
     23795  0.00000000  724.809   -176.6083424647     29.4405719122      0.0000000000   0.373069E+02     1.73
     23800  0.00000000  702.672   -176.5935279973     29.4764115428      0.0000000000   0.373524E+02     3.03
     23805  0.00000000  429.139   -176.5786190371     29.4987389138      0.0000000000   0.373970E+02     3.25
     23810  0.00000000  678.301   -176.5496371810     29.5519369494      0.0000000000   0.373996E+02     3.04
     23815  0.00000000  408.348   -176.5789299646     29.5278858598      0.0000000000   0.376095E+02     6.06
     23820  0.00000000  262.126   -176.5776553027     29.5320459978      0.0000000000   0.376228E+02     8.46
     23825  0.00000000  232.997   -176.5493384220     29.5659842839      0.0000000000   0.377289E+02    13.20
     23830  0.00000000  238.785   -176.5483060466     29.5713903469      0.0000000000   0.376445E+02     6.41
     23835  0.00000000  267.669   -176.5655027912     29.5580505398      0.0000000000   0.377474E+02     4.56
     23840  0.00000000  465.369   -176.5686325690     29.5640775752      0.0000000000   0.377227E+02     5.00
     23845  0.00000000  398.276   -176.5507075263     29.5839788232      0.0000000000   0.377750E+02     4.56
     23850  0.00000000  384.906   -176.5463347829     29.5906834592      0.0000000000   0.377640E+02     5.63
     23855  0.00000000  288.088   -176.5564734988     29.5814767276      0.0000000000   0.377732E+02     4.10
     23860  0.00000000  334.563   -176.5660755078     29.5759027516      0.0000000000   0.376752E+02     5.20
     23865  0.00000000  351.050   -176.5577081481     29.5894926796      0.0000000000   0.377407E+02     4.98
     23870  0.00000000  257.378   -176.5604105100     29.5903243874      0.0000000000   0.376483E+02     5.20
     23875  0.00000000  311.882   -176.5543320698     29.6023829327      0.0000000000   0.377914E+02     4.77
     23880  0.00000000  283.014   -176.5610343257     29.5979142025      0.0000000000   0.378487E+02     5.86
     23885  0.00000000  319.988   -176.5552521159     29.6092721201      0.0000000000   0.380498E+02     5.65
     23890  0.00000000  185.039   -176.5507681452     29.6135300856      0.0000000000   0.380537E+02     6.18
     23895  0.00000000  609.420   -176.5509618059     29.6300129976      0.0000000000   0.381885E+02     5.85
     23900  0.00000000  690.509   -176.5560581535     29.6354546954      0.0000000000   0.381446E+02     2.60
     23905  0.00000000  391.198   -176.5597226392     29.6306555275      0.0000000000   0.383941E+02     4.12
     23910  0.00000000  395.291   -176.5488607186     29.6541005723      0.0000000000   0.384242E+02     2.60
     23915  0.00000000  334.854   -176.5314616610     29.6725638523      0.0000000000   0.383710E+02     3.04
     23920  0.00000000  559.610   -176.5181272842     29.6977516398      0.0000000000   0.384830E+02     4.98
     23925  0.00000000  312.159   -176.5752566433     29.6398000386      0.0000000000   0.383147E+02     3.70
     23930  0.00000000  288.789   -176.5647504207     29.6559843502      0.0000000000   0.384530E+02     8.67
     23935  0.00000000  445.436   -176.5453055663     29.6836192604      0.0000000000   0.384250E+02     7.37
     23940  0.00000000  644.259   -176.5429664739     29.6968236560      0.0000000000   0.385582E+02     3.25
     23945  0.00000000  351.397   -176.5606853385     29.6759065758      0.0000000000   0.386905E+02     3.47
     23950  0.00000000  536.263   -176.5805903163     29.6702374368      0.0000000000   0.384696E+02     4.65
     23955  0.00000000  868.490   -176.5592613798     29.7185455938      0.0000000000   0.386204E+02     5.21
     23960  0.00000000  377.601   -176.5401967367     29.7359211835      0.0000000000   0.385743E+02     7.17
     23965  0.00000000  481.200   -176.5393216727     29.7496784643      0.0000000000   0.384265E+02     2.82
     23970  0.00000000  999.792   -176.5557376758     29.7654433374      0.0000000000   0.386021E+02     3.26
     23975  0.00000000  374.659   -176.5658452198     29.7506176388      0.0000000000   0.385967E+02     3.04
     23980  0.00000000  250.450   -176.5584558191     29.7624669422      0.0000000000   0.384235E+02     2.39
     23985  0.00000000  288.629   -176.5522162667     29.7770957367      0.0000000000   0.386138E+02     1.95
     23990  0.00000000  409.787   -176.5565715755     29.7798793236      0.0000000000   0.385475E+02     2.17
     23995  0.00000000  369.123   -176.5591690202     29.7819986735      0.0000000000   0.384467E+02     1.96
     24000  0.00000000  344.758   -176.5596100368     29.7897353849      0.0000000000   0.385340E+02     3.04
     24005  0.00000000  598.354   -176.5562461039     29.8083868901      0.0000000000   0.386046E+02     2.82
     24010  0.00000000  360.851   -176.5489496443     29.8202200869      0.0000000000   0.385600E+02     4.35
     24015  0.00000000  516.328   -176.5401749902     29.8442037393      0.0000000000   0.384851E+02     2.39
     24020  0.00000000  925.640   -176.5387473928     29.8864467789      0.0000000000   0.387662E+02     2.84
     24025  0.00000000  120.251   -176.5483715968     29.8655045981      0.0000000000   0.388488E+02     1.75
     24030  0.00000000  480.498   -176.5601981502     29.8692336209      0.0000000000   0.387342E+02     2.81
     24035  0.00000000  378.109   -176.5560856006     29.8777156992      0.0000000000   0.386385E+02     2.60
     24040  0.00000000  756.435   -176.5334081010     29.9187505299      0.0000000000   0.386303E+02     4.14
     24045  0.00000000  234.740   -176.5220106787     29.9260585851      0.0000000000   0.384899E+02     5.42
     24050  0.00000000  197.958   -176.5503235734     29.9037758223      0.0000000000   0.386467E+02     3.91
     24055  0.00000000  264.635   -176.5877304218     29.8698521270      0.0000000000   0.386317E+02     4.12
     24060  0.00000000  426.500   -176.6024627699     29.8614371155      0.0000000000   0.386427E+02     4.00
     24065  0.00000000  474.568   -176.5760980562     29.8934285289      0.0000000000   0.387758E+02     1.74
     24070  0.00000000  981.284   -176.5511719013     29.9386162691      0.0000000000   0.387094E+02     4.12
     24075  0.00000000  812.321   -176.5328133839     29.9647339972      0.0000000000   0.386315E+02     1.73
     24080  0.00000000  380.502   -176.5544953595     29.9392405556      0.0000000000   0.387552E+02     2.82
     24085  0.00000000  411.546   -176.5946938171     29.9085279585      0.0000000000   0.387767E+02     3.91
     24090  0.00000000  509.813   -176.5989274001     29.9148387556      0.0000000000   0.388222E+02     2.82
     24095  0.00000000  687.912   -176.5669583384     29.9617953442      0.0000000000   0.388268E+02     1.95
     24100  0.00000000  133.176   -176.5484898735     29.9696789610      0.0000000000   0.388762E+02     4.12
     24105  0.00000000  234.335   -176.5628328681     29.9608819323      0.0000000000   0.389214E+02     2.17
     24110  0.00000000  239.290   -176.5942539837     29.9336493830      0.0000000000   0.388926E+02     2.82
     24115  0.00000000  246.925   -176.6168436839     29.9154030114      0.0000000000   0.389149E+02     2.17
     24120  0.00000000  370.799   -176.6202339118     29.9207711789      0.0000000000   0.388786E+02     1.74
     24125  0.00000000  451.588   -176.6023550411     29.9452568709      0.0000000000   0.389255E+02     1.30
     24130  0.00000000  264.883   -176.5843638032     29.9617595390      0.0000000000   0.389674E+02     3.04
